CLUE,ANS,POS
Prudent ,wise,1
Fundamental ,integral,10
"Caught in position with no escape, like rat ",cornered,1
Small busy insect ,ant,1
Seem or materialise ,appear,1
Large cask,hogshead,15
Not abstract or imaginary ,concrete,1
Enemy captive ,prisoner of war,1
Try ,attempt,1
"Daunt, intimidate",overawe,11
Young geese ,goslings,1
Home ,abode,4
Extreme unkindness,cruelty,1
"Region of eastern France, and famous Cross ",lorraine,2
Ensnare,entrap,2
Inattentive ,careless,4
Collected ,gathered,8
Desecrate ,violate,2
