CLUE,ANS,POS
Public dispute,controversy,1
Prejudice ,bias,2
Gift ,donation,5
String of beads ,necklace,1
Traditional holy day ,sabbath,1
Indic language ,urdu,2
Certificate ,diploma,3
Mountain lake ,tarn,11
Not paid at the scheduled time ,overdue,4
Fastener; propeller ,screw,8
Large spoon ,ladle,1
Militant Irish nationalist organisation,ira,1
Member of a Bantu people living in Zimbabwe ,shona,3
Repository for objects of historical interest ,museum,2
"- Marsh, NZ detective novelist ",ngaio,1
Withdraw former statement or belief ,recant,15
Mexican monetary unit,peso,1
Annual ,yearly,3
"Another name for Dionysus, Greek god of drink ",bacchus,1
