CLUE,ANS,POS,FOUND IN
Get off a horse,dismount,1,Dismounting
Blades of windmill or propellers ,vanes,4,Rotating vanes
Stuff ,cram,10,Cramped but full
Road tax ,toll,15,Road toll or road usage tax
Capital of South Carolina ,columbia,1,"Located on the south bank of the Saluda River in Richland County, Columbia boasts a diverse history dating back to its founding in 1786 during the American Revolutionary War."
Consumed ,ate,1,Eaten
Capital of Rwanda ,kigali,2,"The city's landscape is characterized by clean streets, well-maintained public spaces, efficient urban planning, and impressive skyscrapers such as the new Kigali Convention Center Tower."
Vigour ,energy,14,Full of energy
Morally right ,ethical,1,Ethically justified
General pardon - international charity ,amnesty,2,Worldwide Amnesty Initiative
Take a chance ,risk,2,Risky endeavor
"A lively sociable person, always up front ",extrovert,1,Extroverted
Famous diarist ,pepys,1,"Samuel Pepys: A prominent English diarist in the 17th century, known for his detailed firsthand accounts on social, political, and private life in Restoration London."
Cook slowly ,stew,3,Stewing
Beatrix Potter character ,peter rabbit,1,Peter Rabbit - The mischievous and adventurous protagonist who frequently finds himself in trouble with Mr
Supplicate,pray,2,Praying fervently
