CLUE,ANS,POS
Analysed ,examined,1
Dearth ,paucity,6
At a later time ,afterward,16
Rubbish ,garbage,1
Small road,lane,8
Indonesian dish ,satay,2
Outside ,external,4
Nonconforming ,atypical,5
Lower extension of collar on jacket or coat ,lapel,1
Chinese martial art ,kung fu,1
Military training ,drill,1
Prevaricating ,evasive,1
Constituent of brass ,zinc,1
Pioneer scientist ,galileo,1
"Conduct business, negotiate ",transact,1
Bushy-tailed rodent ,squirrel,1
Careful use (of a resource) ,conservation,1
Deep cut ,gash,3
One causing deliberate destruction ,saboteur,1
"Pal, buddy ",chum,2
Former capital of the German Federal Republic,bonn,1
Preserve made with citrus fruits ,marmalade,1
Regard as likely to happen ,expect,5
