CLUE,ANS,POS
"Disclose, make known",reveal,1
Garish ,loud,13
Ruler ,king,1
Sure ,certain,3
Fullness ,satiety,2
Do away with ,abolish,5
Spooky ,eerie,3
Loud harsh cry as of parrot or chicken ,squawk,1
Secret political clique ,cabal,1
An up-slope ,ascent,2
Sidewalk ,pavement,1
Prize ,trophy,1
Plant with edible stalks ,celery,6
Small hard growth on skin,wart,2
Matrix; arrange ,array,3
Representations or reflections ,images,2
Capital of Sweden ,stockholm,1
"Eg, arras, Gobelin ",tapestry,1
