CLUE,ANS,POS,FOUND IN
Tourist attraction of Rome ,colosseum,1,Colosseum: An iconic ancient amphitheater symbolizing the grandeur of Roman civilization.
Consent ,agree,1,Agreement
Worship of the Devil ,satanism,7,Satanism (a belief system that worships or idolizes the figure of Satan/the Devil)
Concoction ,brew,5,Brewing
Effect produced by playing a series of notes very rapidly,glissando,7,Glissando (if smoothly sliding)
Swedish astronomer who devised temperature scale ,celsius,2,Anders Celsius - devised the Celsius temperature scale
Cook in hot water,boil,7,Cooking grains in a pot of boiling water
Law officer ,sheriff,3,Sheriff's deputy
Ten years,decade,1,A decade-long span
Good-natured chaff ,banter,1,Lighthearted banter
Quest ,search,1,Searching for sustenance
