CLUE,ANS,POS,FOUND IN
Quantity of unfinished work ,backlog,8,Backlogged tasks
Trapped ,snared,3,Ensnared
Pot and drum ,kettle,4,Kettle duo
Family ,kin,1,Kinship
Performance of music by a soloist ,recital,4,Unaccompanied recital
Polish composer of much piano music ,chopin,1,Frederic Chopin
Varied much prized flower ,orchid,6,Prestigious orchid
Part of an ear,lobe,4,Earlobe
Juvenile,teenage,3,Teenager
Tight-fisted person ,miser,3,Miserly
Move downwards ,descend,1,Descending
eg the Scillies ,isles,1,Isles of Silus
