CLUE,ANS,POS
"'' ... Spirit'', Noel Coward play ",blithe,2
Fast Brazilian dance ,lambada,18
Excerpts from a film - or aggressive outbursts ,scenes,10
Seethe ,boil,1
Crosswise ,transverse,6
Aperture for lock opening ,keyhole,1
Short-legged hound ,beagle,1
Short ,brief,5
Designed to reduce wind resistance,streamlined,2
Towers attached to mosques ,minarets,6
"Obscure, puzzling ",enigmatic,3
Defeated or hit repeatedly ,beaten,19
Trapped ,cornered,11
Male singer ,baritone,6
Careful and persistent work or effort ,diligence,1
