CLUE,ANS,POS,FOUND IN
Spanish friend ,amigo,15,Expresión corta: Amigo(a)
Mechanical device preventing a wheel slipping backwards,ratchet,7,Ratchet and pawl assembly
Taurus,bull,1,Bull-headed
Follower of religion founded by Joseph Smith Jr. ,mormon,1,Mormonism
A simple or old song ,ballad,5,Age-old ballad
Set in motion,trigger,3,Triggered
Proximity ,closeness,23,"Social Proximity: This refers to the closeness between people, such as family members, friends, colleagues, neighbors, etc"
Inappropriate ,improper,1,Improper behavior
Wardrobe ,closet,7,Coat closet (metaphorically)
Right or means of entry ,access,2,Accessible
Field of grass ,meadow,6,Meadow ground
Subdivisions in theatre ,scenes,1,"Act: A primary unit of drama, typically divided into two or three parts containing a mixture of scenes"
Sailing ship ,barque,9,"Barque (a large, square-rigged ship)"
Not all ,some,12,"Fasting (when unintended) - Occurs when someone refrains from eating, which can lead to hunger if done without purpose or necessity."
Form of mental illness causing one to withdraw into private world ,autism,6,Autism spectrum disorder (ASD)
Offer of marriage ,proposal,1,Engagement proposal
Compunction ,remorse,1,Regret or remorse over a past action
Unit of current ,ampere,1,Ampere (A)
