CLUE,ANS,POS,FOUND IN
Penniless ,destitute,5,Financially destitute
Untidy state ,mess,2,Messy
Heavy downpour ,rainstorm,10,Rainstorm intensity
Having no deviations ,straight,1,Straightforward
Dutch painter renowned for his use of light ,vermeer,2,Johannes Vermeer
Trembling poplar ,aspen,1,Quaking aspen
Sweet blackcurrant liqueur ,cassis,11,Crème de cassis
Sincere; eager ,earnest,9,In earnest
Crack ,split,3,Split open
Silver medal position,second,1,Second place
Between black and white ,grey,9,Greyscale
