CLUE,ANS,POS,FOUND IN
Makes comprehensible ,explains,19,Explains succinctly
Lose strength,weaken,2,Weaken 
Foreign (from outer space?),alien,2,Alien - fits if we consider it in terms of being from outside Earth's environment.
Garden dwarf ,gnome,9,Compact garden gnome
Immature form of an insect ,nymph,2,"Nymph (specifically, the juvenile stage in hemimetabolous insects)"
Senior - tree ,elder,5,"Elderly Piney (Pines are evergreen and enduring, with ""elderly"" representing seniority)"
Flash in the sky ,lightning,17,Lenticular intracloud discharge (ICDs) - a type of lightning that might appear as flashes in the sky
Orchestral hardware ,instruments,1,"Bowing instruments section: violins, violas, cellos, double basses"
Politically-inspired murder ,assassination,3,Assassination (politically motivated killing of an important person)
Entrap ,snare,5,Ensnare
Straight fringe of hair,bang,1,Bangs
Perfect for the purpose ,ideal,2,Ideal (something of an ideal standard)
