CLUE,ANS,POS
Domineering ,bossy,8
Act ostentatiously ,show off,3
Variety show,revue,5
Tristan and . . . . . . (Wager opera) ,isolde,3
Busy; employed ,engaged,3
Compound such as found in petroleum ,hydrocarbon,3
Ships' moorings ,berths,2
Soil ,earth,43
"Showy, lurid ",garish,7
Marine mammal with ivory tusks and a moustache ,walrus,42
Big squash ,pumpkin,2
Poached item?,egg,2
See-through ,transparent,2
Pacific country ,tonga,3
Prickly plant,thistle,5
Wandered ,strayed,6
Yellow part of an egg ,yolk,3
Gratify,please,2
"Quite sufficient, more than enough ",ample,3
Reachable from home on a daily basis ,commutable,2
