CLUE,ANS,POS
Bloodsucker; early doctor ,leech,2
Intense (aerial) bombardment,blitz,9
Supreme Being ,god,1
Wash with clean water,rinse,4
Clown,jester,2
Get away ,escape,2
Established customs ,habits,3
Sorcerer ,magician,1
Thrilled ,excited,2
In the distant past ,long ago,10
Petty quarrel ,tiff,7
Casual shoes ,sneakers,1
The world considered as a linked community ,global village,1
Came into sight ,appeared,1
Marine - living in water ,aquatic,1
Abundant in quantity ,copious,1
Small falcon ,merlin,3
Dramatic prince of Denmark ,hamlet,1
Small biting fly ,gnat,1
"Eg, native of Sucre ",bolivian,1
Sermons are preached from it ,pulpit,1
Vocalist ,singer,1
"Undamaged, not broken ",intact,3
Picture-house,cinema,1
