CLUE,ANS,POS
Variety of brassica ,cabbage,4
Capital of France,paris,1
Deep red ,crimson,1
Prayer-leader in a mosque ,imam,1
European river,elbe,4
Arab leader ,sheikh,6
Lover of fine eating ,epicure,1
Spigot ,tap,1
Continuing at full strength or intensity ,unabated,7
Slowly moving masses of ice ,glaciers,1
Piece of written matter ,document,7
Pig sound,oink,1
Imperial land measures,acres,1
Things ,objects,1
Make (someone) used to (something) ,accustom,1
Medical practitioner ,doctor,1
Indian dish ,samosa,5
Disease of birds ,psittacosis,2
Thick,dense,4
Surgeon's knife ,scalpel,1
Pale and wan (6) ,pallid,2
Legal possessor ,owner,1
Yellow fruit ,banana,1
House robber ,burglar,1
Highly decorated,ornate,1
Very fancy or complicated ,elaborate,2
Fungal plant disease ,mildew,3
"Obstinate, bullheaded ",stubborn,1
Small African nocturnal primate with large eyes ,bushbaby,3
