CLUE,ANS,POS,FOUND IN
Garden frame for climbers ,pergola,2,"Pergola - An open garden feature with vertical rafters supporting a roof eaves over walking ways, usually partially enclosed by walls."
A tool for household use ,utensil,3,"Spoon - Essential utensil used to eat soups, cereals, and desserts."
Primate with a long tail ,monkey,3,"Vervet Monkey (Chlorocebus pygerythrus) - This monkey has a long, bushy tail that serves as an important balance while moving through trees."
Soft,gentle,3,Gentle - Mild in manner or character; kind and considerate.
Group of houses ,estate,17,Estates
Crescent shaped lunar appearance ,new moon,14,Mini-moon (also known as a new moon)
Louisiana cuisine ,creole,8,"Red beans and rice - A traditional Creole dish made of red kidney beans cooked with onion, celery, garlic, bell peppers, tomatoes, spices, and rice."
Chemical indicator ,litmus,1,Litmus Paper
"Assam, for instance ",tea,1,Tea - The Assam region is renowned for its high-quality tea production.
Existing in fact ,actual,2,Factual
