CLUE,ANS,POS
Large wild American feline,puma,2
Storyline or piece of land ,plot,1
Arrogance ,hubris,7
Present in great quantity ,abundant,1
Formerly British Honduras ,belize,1
Hatred ,enmity,9
Treeless plain ,steppe,2
Hyperbole,exaggeration,1
Social blunders ,gaffes,2
A bicycle made for two ,tandem,1
Flat piece of ceramic,tile,1
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,2
Dug up ,disinterred,4
Entry into foreign country to conquer it ,invasion,1
Character,persona,2
Something that motivates ,incentive,2
Large wading bird ,ibis,4
Group of small boats ,flotilla,1
Crystalline carbohydrate ,sugar,1
Book of the Bible ,ezra,12
Sikh headgear ,turban,2
Complete set of genetic material of an organism ,genome,1
Disaster ,fiasco,18
