CLUE,ANS,POS
Pungent red salad root ,radish,1
Triangle with two sides of equal length ,isosceles,1
Once more ,again,4
So long,adieu,41
Single piece of sand etc,grain,5
Harmless untruths ,white lies,1
Backlash,repercussion,1
French cathedral city ,chartres,1
Contort ,twist,1
Vary,fluctuate,1
Use of one's own ability without dependence on others ,self-help,10
Serviette ,napkin,1
Well-known or famous person ,celebrity,1
Annuls an act ,repeals,3
Yellow fruit ,banana,1
Root vegetable ,parsnip,4
Large sailing ship ,galleon,1
Exclamation of pain - that hurt! ,ouch,1
Of the moon ,lunar,1
Rotary energy converter,turbine,2
Continuous,unbroken,14
Watery part of milk ,whey,1
Wanderer ,nomad,3
Relating to the kidneys ,renal,1
Smooth little stone ,pebble,1
Slaughterhouse ,abattoir,1
Very bright red ,scarlet,9
Raw ,uncooked,1
Thwarted ,frustrated,8
