CLUE,ANS,POS,FOUND IN
Tree-dwarfing art ,bonsai,2,Bonsai creation
Outline drawing ,sketch,3,Sketch outline
Gulliver's first name ,lemuel,1,"Therefore, his first name is Lemuel."
Medical care ,treatment,8,Mental health treatment
White heron ,egret,1,Snowy egret
Captivate ,enthral,18,Enthralling performance
This position is favourable in motor race ,pole,1,Pole position
Slow lazy accent ,drawl,1,Drawling
Dealer in knives and forks ,cutler,1,Cutlery shop
Lose all cohesion ,disintegrate,11,Disintegrated
