CLUE,ANS,POS
Pronged implement ,fork,1
Lookalike ,double,2
Dog's lead ,leash,2
Leaf vegetable,spinach,2
Supporter of hereditary rule ,monarchist,1
Underwear ,lingerie,20
Disgusting ,repulsive,1
Jump suddenly ,leap,6
Emitted long loud cries ,howled,2
Winding sheet ,shroud,1
Devout,pious,1
Marking with small hollows ,pitting,1
They hold positions of authority or command ,officers,13
Blackberry plant ,bramble,2
Liquorice-flavoured liqueur,sambuca,2
Lock of hair ,tress,2
Tropical flowering tree ,jacaranda,4
Deceptive trick ,hoax,9
An arrow poison ,curare,1
Bird of prey ,falcon,1
Hairy,hirsute,11
Small ,little,4
Bribe paid by seller to purchasing agent ,kickback,1
