CLUE,ANS,POS
A calling as to priesthood ,vocation,1
Great happiness and exhilaration ,euphoria,3
Soapy froth ,lather,6
Plummet ,fall,10
"Uncontrollable fit (of giggles, coughing etc)",paroxysm,9
Younger or lower in rank ,junior,1
Influenced or touched by an external factor ,affected,1
Flat and smooth ,even,3
Bring in to the country ,import,1
Distinctive sign,trademark,1
Delilah's strong man ,samson,1
Early bedtime enforced by military ,curfew,1
Extreme deviation from the mean -- our tile (anag) ,outlier,2
Hearth goddess; a match ,vesta,2
Part of the digestive system ,gut,2
Gulf state ,qatar,3
Irritate ,annoy,1
Throw (dice) ,roll,1
Prudent,careful,1
