CLUE,ANS,POS
Angle between leaf and stem ,axil,2
Firm ,solid,1
"Keepsake, souvenir ",memento,1
Naked ,nude,7
Very famous person ,legend,6
Thick liquid for skin ,lotion,2
Disease inflaming the big toe ,gout,1
Regard ,esteem,3
"Translate, decode",interpret,1
Monetary unit ,dollar,2
Peculiarity of phrase in a language ,idiom,1
Hole (for shoelace) ,eyelet,1
Ladies' hosiery,tights,2
Hotchpotch ,mishmash,1
List of times and places for events ,schedule,1
Fight ,battle,1
Made ready (to fire) ,primed,2
Strain ,tension,2
Coral island ,atoll,1
Improve equipment or promote ,upgrade,1
Pilgrim Fathers' ship ,mayflower,1
