CLUE,ANS,POS,FOUND IN
Stingy hoarder ,miser,1,Misers
Fit out ,equip,1,Equipped
Christian body noted for social work and bands ,salvation,1,Salvation Army
Young swan ,cygnet,1,Cygnet (baby swan)
Sat or lay with limbs stretched out ,sprawled,13,Sprawled out
Hitchcock's speciality ,suspense,1,Suspense thriller
"Arranging for continuation of, say, membership ",renewing,1,Renewing subscription
Lorelei ,siren,1,Enchanting siren
"Speak indistinctly, as a drunk might ",slur,1,"wah' happenin'? *slur* Wha' ya sayin', my fwiend? *burp* Oh, you wanna know some words that fit the clue ""speak indistinctly, as a drunk might""? *chuckle* Welllll.."
Of little weight ,light,1,Lightweight
