CLUE,ANS,POS
Combination ,union,4
Talon ,claw,1
Incapable of motion ,immobile,1
Degree document ,diploma,1
A thieving bird ,magpie,3
Grown-up tadpole ,frog,1
Cheeky ,insolent,7
Young horse ,colt,2
Showy flower ,orchid,12
"Deadlock, stalemate",impasse,1
Leading performer,star,1
Genuflect,kneel,2
Cut (meat) ,carve,3
Spoil ,mar,6
Teesside town ,middlesbrough,2
Colour for aristocracy or emperors ,purple,2
Group of states ruled by one ,empire,2
"A powerful explosive, initially ",tnt,1
Outshine ,excel,3
Night-flying insect ,moth,1
Spiny succulent ,cactus,6
Fine earthenware ,porcelain,2
Imaginary place of great wealth and opportunity ,el dorado,1
Place for steam treatment ,turkish bath,7
British naval commander at Trafalgar ,horatio nelson,7
Cosmos ,universe,1
Finds the sum ,adds,1
"Detached, kept apart ",isolated,1
Claw ,talon,1
Second showing?,replay,12
"Tall building of offices, flats ",tower block,2
Carnivorous large cat,tiger,2
