CLUE,ANS,POS
Trespasser ,intruder,1
Rubbed out ,erased,1
Get rid of ,eliminate,1
Little quarrel - leg wear,spat,5
Jester ,fool,3
Living being ,animal,1
Quantities of paper ,reams,2
Writing implement ,pencil,1
German playwright,brecht,9
Effortless ,simple,15
Cargo thrown overboard ,jetsam,3
Instance ,example,2
As an alternative ,instead,20
Concise - terse ,laconic,9
Springiness ,elasticity,1
Deduce (from evidence) ,infer,1
Writer of fiction books ,novelist,2
Approximate calculation ,estimate,1
Dog lead ,leash,1
Unit of weight; cat ,ounce,3
High-birthrate period ,baby boom,1
