CLUE,ANS,POS
Arrogance ,hubris,3
Formerly British Honduras ,belize,1
Sift ,sieve,4
Hatred ,enmity,3
Treeless plain ,steppe,2
Hyperbole,exaggeration,1
The Three Wise Men ,magi,1
Flat piece of ceramic,tile,2
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,1
Brief published biography of recently deceased person,obituary,1
Entry into foreign country to conquer it ,invasion,1
Large wading bird ,ibis,6
Complete set of genetic material of an organism ,genome,1
Gentle ,mild,2
