CLUE,ANS,POS,FOUND IN
Blades of windmill or propellers ,vanes,6,Rotor vanes
"Guest, caller ",visitor,4,Receiving visitor
Consumed ,ate,1,Eaten
Capital of Rwanda ,kigali,2,"The city is divided into nine districts: Nyarugenge District (the central business district), Gasabo District (the second most populous area), Kimisagara District (historically, the capital of Kigali before its merger with other towns), Kanombe District, Remera District, Rugerero District, Rubaya District, and Gatsata."
Morally right ,ethical,1,Ethically sound
General pardon - international charity ,amnesty,1,Global amnesty
Take a chance ,risk,2,Risky venture
"A lively sociable person, always up front ",extrovert,3,Extroverted conversationalist
Ever ,always,6,Always unknown
Famous diarist ,pepys,1,"Samuel Pepys: A prominent figure in the English Restoration period, known for his detailed personal journal documenting life in late 17th-century England."
One of London's airports ,stansted,3,Stansted Airport
Full and complete ,entire,4,Entirety-embracing: capturing the whole range of possibilities or outcomes.
Cook slowly ,stew,3,Stewing over time
Structure in an apiary,beehive,1,Beehive cluster
Beatrix Potter character ,peter rabbit,1,Peter Rabbit: A mischievous but lovable rabbit who often finds himself in trouble after disobeying his mother's warnings about Mr
Military group ,troop,2,Troops
Baked dough ,pastry,2,Yeast-leavened pastry
