CLUE,ANS,POS
Mathematical array ,matrix,1
Charge with crime ,indict,2
Compassionate ,humane,6
Style of hat ,fedora,1
Money bag ,purse,1
More potent,stronger,1
Cold dish ,salad,1
Leniency and compassion towards offenders ,clemency,20
"Goal, aim ",objective,1
Barrier of stakes and timbers ,stockade,3
Onlookers ,audience,14
Savoury jelly ,aspic,2
Not harsh or violent ,gentle,2
Belgian surreal painter ,magritte,1
Made bigger ,enlarged,1
Vase with handles ,urn,1
"Sinew, maybe 3 ",tendon,3
Theatre promoter,impresario,2
Deciduous tree ,poplar,11
Garden pest ,aphid,1
Thread or tall tale ,yarn,7
Draw in (with mouth) ,suck,1
Weirdly funny ,wacky,12
A brief or casual look ,glance,2
Period of rule ,reign,12
Appointments ,dates,6
Charged particle,ion,5
