CLUE,ANS,POS
Present in great quantity ,abundant,1
Formerly British Honduras ,belize,1
Hatred ,enmity,7
Treeless plain ,steppe,2
The Three Wise Men ,magi,1
Flat piece of ceramic,tile,1
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,2
Entry into foreign country to conquer it ,invasion,1
Something that motivates ,incentive,1
Large wading bird ,ibis,4
Too big ,overlarge,10
Complete set of genetic material of an organism ,genome,2
