CLUE,ANS,POS,FOUND IN
Triangle with two sides of equal length ,isosceles,1,Isosceles triangle
Single piece of sand etc,grain,1,Fine grains
Contort ,twist,2,Twisted
Diminutive animal doctor ,vet,1,Tiny vet
Well-known or famous person ,celebrity,2,Celebrity chef
Hangman's loop ,noose,16,Never-ending loop (related to hangingman's noose)
Exclamation of pain - that hurt! ,ouch,6,Ouch (colloquial)
Sign up ,enrol,2,Enroll
Of the moon ,lunar,1,Lunar surface
Rotary energy converter,turbine,2,Turbine generator
Relating to the kidneys ,renal,2,Renal function: Refers to how well your kidneys are working to filter waste from your bloodstream.
Enfold ,wrap,1,Wrap around or enclose
Smooth little stone ,pebble,1,Polished pebble
Older or higher in standing ,senior,1,Senior citizen
Very bright red ,scarlet,3,Bright scarlet
Ornamental shrub ,fuchsia,14,Fuschia (Fuchsia arborescens)
