CLUE,ANS,POS,FOUND IN
"Collection of facts, information ",data,1,Database  
Tourist attraction of Rome ,colosseum,1,Colosseum  
Consent ,agree,3,Agreeby
In each other's company ,together,1,Togetherness
Electrical unit ,volt,2,Volts
Plant of bellflower family ,lobelia,6,"Lobelia (Cardinal Flowers, a diverse genus in the family)"
Rotter (anag.) ,retort,2,Retorter
"Plant of the celery family; leaf is a herb, seeds a spice",dill,1,Anethum (Dill)
Living being ,animal,17,Animalia (kingdom of animals)
Good-natured chaff ,banter,1,Affable banter
