CLUE,ANS,POS
Social insect ,ant,1
Palindromic German name ,otto,1
"Courting, romancing ",wooing,5
(Make a) deceptive move,feint,15
Male relation ,uncle,3
Not damaged in any way,intact,1
Wartime safety device ,gas mask,1
Giving way ,yielding,1
Come to a definite conclusion,resolve,14
Sea snail,whelk,6
Forgive ,excuse,4
Antelope,impala,2
Church residence ,parsonage,2
Gift; here ,present,1
Shelter (for ships),haven,13
Large African mammal,hippopotamus,3
Become more rigid,stiffen,3
George Eliot novel ,daniel deronda,4
Remunerations ,earnings,12
Chic ,elegant,1
Ball game ,tennis,6
Eye problems causing blurred vision ,cataracts,5
Large deer ,caribou,8
Concave - sunken ,hollow,3
Giddy-minded ,flighty,15
Small rocket engine for spacecraft control ,thruster,1
Animal collection ,zoo,3
Band of colours in a rainbow ,spectrum,1
Set of steps ,ladder,4
Heap of combustible material for burning a body ,pyre,2
(Ilustrated) list of items,catalogue,1
Gambling game ,roulette,5
Capable of lasting ,durable,1
Flower arrangement ,bouquet,1
Side of London associated with Cockneys ,east end,1
A soft white cheese ,brie,5
Circular frame with spokes,wheel,1
Main part of concert hall ,auditorium,1
The concluding part of a performance ,finale,1
Responder to question ,answerer,1
Climb ,ascend,1
Charlotte Bronte novel ,jane eyre,1
Plundered ,looted,5
Adhesive,glue,1
