CLUE,ANS,POS,FOUND IN
Had the same opinion ,agreed,3,Agreed with
Divides in two ,halves,6,Divides into halves
"Trot in after sea-god, son of Poseidon ",triton,1,Trident-wielding Triton
Stated firmly ,asserted,1,Asserted confidently
Set of clothes or group of people ,outfit,3,Outfit (set of clothes)
Products of creativity ,art,1,Artwork
Exciting sensations ,thrills,7,Mind-blowing thrills
Lustre ,sheen,14,Glamorous sheen
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,1,He was born into a family of ninjas and began his training at a young age
Systematic plan of action ,scheme,8,Schemed outlines
"Liszt or Ravel, say ",composer,2,Composer extraordinaire
Gravelly courage ,grit,1,Gritty determination
