CLUE,ANS,POS
Use up,exhaust,3
Sieve ,strainer,2
Situation from which no progress can be made ,deadlock,1
Shade of brown ,sepia,3
Wriggle as in embarrassment ,squirm,2
Alehouse,tavern,2
"Small, wild US horse",mustang,1
Stone pillar tapering towards a point ,obelisk,1
Foreign lodger doing housework,au pair,4
Person who steals things ,thief,1
A sailor's traditional song ,shanty,1
Tangible - of touch ,tactile,3
Scottish island,skye,4
Drivel ,gibberish,6
Plunge ,dive,1
Smart or shrewd ,clever,3
Resign ,quit,1
Parade ,march,1
Entourage ,retinue,1
