CLUE,ANS,POS
Norwegian city ,oslo,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
United States ,america,1
Recount ,narrate,2
Swarm of insects ,plague,3
Cancel out,nullify,10
Slender ,thin,1
Greek tragedian ,aeschylus,3
Birthplace of Jesus,bethlehem,1
"Salves, emollients ",ointments,2
A synthetic fabric ,nylon,5
Turkish dynasty or long cushioned seat ,ottoman,1
Plant seeds ,sow,1
Measuring stick ,ruler,1
Electronic material ,silicon,4
Men who are mighty in battle ,warriors,1
Apprehension ,dread,14
Light shoe,flip-flop,3
