CLUE,ANS,POS
Therefore ,hence,12
Comparable (to) ,analogous,3
One without mother or father ,orphan,1
A conductor wields it ,baton,1
Pamphlet giving information ,leaflet,5
Harsh ,severe,2
Performs surgery ,operates,1
Corkscrew shape ,spiral,1
Job favouritism shown to relatives ,nepotism,1
"Sudden, short attack ",raid,9
Tanned animal skin ,leather,1
Superior skill,artistry,10
Implements ,tools,1
A fool being cool and remote ,aloof,1
Interfere ,meddle,6
Simple - computer language ,basic,1
Hole for e.g. coin ,slot,6
Adoration ,worship,1
Reddish-brown,chestnut,2
