CLUE,ANS,POS,FOUND IN
"Rue, repent ",regret,1,Regret-filled street
Botched case in court ,mistrial,1,Mistrial declared
Scope - send money ,remit,2,Remittance
Easily sacrificed ,expendable,15,Expendable resource
Sicilian volcano ,etna,2,Mount Etna activity
Imaginary white horse with long horn ,unicorn,5,Unicorn (often depicted as a mythical white horse)
Dome ,cupola,13,Elliptical cupola
Repair ,mend,2,Mender
Have ,own,2,Ownership
A tooth on a wheel ,cog,1,Cog tooth
Lesson offered by story ,moral,1,Moral tale
Hand implements ,tools,14,Hand-held power tools (if referring to electric ones)
Locomotive ,engine,2,Rail engine
Mythical story ,legend,1,Legendary creature
American (colloq.) ,yank,1,"Yankee (often used informally to refer to an American, especially from the northern United States)"
Performance by one person ,solo,1,Solo act
(Of a face) yellowish ,sallow,6,Sallow appearance
Founder of Methodism ,wesley,1,John Wesley
Commands ,orders,2,Orders a device on
Absolutely sure ,certain,1,Certainly
Spin-stabilised device ,gyro,2,Gyroscopic platform
Zodiac sign - tumour ,cancer,1,Cancerous growth
Wish ,hope,3,Hopes and dreams
Established religious ceremony ,rite,1,Sacred rite
