CLUE,ANS,POS
Sycophant ,toady,8
Astrological band of the sky with 12 signs ,zodiac,1
Route ,path,2
Rich fabric ,velvet,2
Nocturnal bird ,owl,1
Drug reducing cholesterol,statin,1
Central mass of a cell ,nucleus,1
Motionless ,static,2
Remember ,recall,2
"Tremendous, gigantic ",enormous,1
Branch of linguistics concerned with meanings ,semantics,1
Synthetic fabric ,nylon,2
"Escargots, to the French ",snails,1
Former name of Istanbul ,constantinople,2
Protection from the rain ,umbrella,4
"Annoyed, bored ",fed up,2
Acquire ,obtain,2
Stretch of time ,period,3
Wee ,tiny,3
Feeling guilty ,ashamed,5
Pleasure boats ,yachts,3
"Caribbean country, capital Port-au-Prince ",haiti,1
