CLUE,ANS,POS
Showed amusement ,laughed,5
Plan of campaign ,strategy,1
Burrowing marsupial ,wombat,1
Cycling arena,velodrome,1
Frighten ,scare,1
Nocturnal bird ,owl,1
Incursive attack ,invasion,1
Rarely,seldom,2
Edible crustacean ,shrimp,3
Madagascan primate ,lemur,1
"Pest, pain in the neck ",nuisance,6
Conceivable,possible,5
European language ,czech,12
Conversion to a particular measurement system ,metrication,4
The Dog-star ,sirius,1
A therapeutic hot spring ,spa,1
Company emblem ,logo,1
Contagious skin infection,scabies,5
Make more attractive,enhance,2
