CLUE,ANS,POS
"Linchpin, principle support ",mainstay,9
Residue ,remainder,9
Soft French cheese ,brie,1
Claw ,talon,1
Bite and grind food in the mouth,chew,1
Spicy pepper sauce ,tabasco,2
Heart rate ,pulse,1
"Start, launch ",initiate,42
Goodbye ,farewell,1
Sailing boat ,yacht,1
"-- and Aeneas, opera by Purcell ",dido,22
Not particularly surprising,unremarkable,12
Grant to help defray costs ,subsidy,1
Very thin paper ,tissue,1
Indian melody ,raga,1
They see to it that wills are put into effect ,executors,1
Rodents ,squirrels,7
Manifest; obvious ,evident,2
