CLUE,ANS,POS
Deferred ,delayed,2
Prohibited,barred,8
Creatures from another planet ,aliens,1
Summit ,apex,2
"Maxim, self-evident truth ",axiom,1
Map ,chart,1
Belgian city,liege,6
Sound reverberations ,echoes,2
Relieving pain,analgesic,2
Wheat-like cereal ,rye,3
Simple ,easy,1
Specimen ,example,18
Type of music,jazz,2
Brother or sister ,sibling,1
Wetness ,moisture,1
"Alone, apart, detached ",isolated,2
Fleet of armed ships ,armada,3
"Intimidating, discouraging ",daunting,2
Queasiness ,nausea,1
Spanish gypsy dance ,flamenco,1
The pot may call it black ,kettle,1
