CLUE,ANS,POS
Large wild American feline,puma,3
Storyline or piece of land ,plot,1
Arrogance ,hubris,6
Present in great quantity ,abundant,1
Formerly British Honduras ,belize,1
Treeless plain ,steppe,4
Hyperbole,exaggeration,1
The Planets composer ,holst,1
The Three Wise Men ,magi,1
A bicycle made for two ,tandem,1
Art of designing and making clocks ,horology,1
Fill with creative purpose ,inspire,1
Part of shirt ,collar,1
Brief published biography of recently deceased person,obituary,1
Clipper preserved at Greenwich,cutty sark,1
Something that motivates ,incentive,13
Group of small boats ,flotilla,1
Crystalline carbohydrate ,sugar,1
Book of the Bible ,ezra,15
Wind down ,relax,1
Complete set of genetic material of an organism ,genome,1
Gentle ,mild,2
