CLUE,ANS,POS
Estate car ,station wagon,8
Temporary discharges of workers ,layoffs,1
"Marlon --, US actor ",brando,1
Undoes a knot ,unties,1
Great sea ,ocean,1
Main constituent of the air ,nitrogen,1
Greek aubergine-based dish,moussaka,1
Pat on the back,kudos,3
More eco-friendly ,greener,1
It's now Sri Lanka ,ceylon,12
Pirouette ,revolve,6
Metallic element ,tin,10
Scandinavian country ,norway,2
Fermented feeding stuff for cattle ,silage,1
"Eartha --, US entertainer",kitt,1
Part of the foot ,instep,5
Absolutely horizontal ,level,2
Blyton creation ,noddy,7
Driving a vehicle ,at the wheel,5
Allotted portion ,share,2
Food intake regime ,diet,1
Lack of rainfall,drought,1
Small children ,tots,10
Glancing rebound ,ricochet,2
Fight between rival gangs of adolescents,rumble,2
Middle Eastern market ,bazaar,1
Martial art ,karate,1
Make a hole in ,pierce,6
Word book ,thesaurus,2
