CLUE,ANS,POS
Porch along the outside of a building ,veranda,1
Human whose body has been taken over by machines ,cyborg,1
Tasmanian capital,hobart,1
One of Lear's daughters ,cordelia,1
Legal proceeding brought by one party against another,action,3
Build ,erect,1
Discharge,outflow,2
Counterfeit ,fake,1
Audacious robbery,heist,1
Outlook or aspect,prospect,6
Citrus fruit ,lemon,1
Dwell ,reside,1
"Place where ancient Greeks consulted gods, as at Delphi ",oracle,1
As much as can be taken in by a look ,eyeful,15
Occuring twice a year ,biannual,1
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,1
Front section of a plane,cockpit,1
Highest point (of orbit) ,apogee,1
Green citrus fruit ,lime,1
Amaze ,astound,1
Concealed like bride's face? ,veiled,1
Spice ,cumin,16
Half-melted snow ,slush,1
