CLUE,ANS,POS
Supposes ,imagines,1
Body of land surrounded by water ,island,1
Windpipe ,trachea,1
Tears into strips ,shreds,1
Palladian mansion with gardens in Wiltshire ,stourhead,1
Sad ,morose,4
Won victory over ,defeated,1
Distance between rails ,gauge,1
Tributary ,feeder,4
Tree-dwelling marsupial ,possum,1
"Of software, containing errors ",buggy,1
Nervous ,on edge,6
Stand against ,defy,3
Female fox,vixen,1
hinting at something indecent ,suggestive,3
Rough shelter ,dugout,3
Football attacker ,striker,2
Most diminutive ,smallest,2
