CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,1
Peak ,summit,1
Nothing ,zero,6
New Zealander ,maori,2
Publicise ,advertise,2
Embankment that should prevent flooding ,levee,2
Pouched animal from down under ,kangaroo,1
"Calm, pacify, appease ",placate,5
"Obstinate, tenacious ",stubborn,3
Astonishing ,amazing,1
Circumvent ,evade,1
Introductory music ,prelude,2
Barbaric,cruel,9
Kayak-like boat,canoe,1
One's university,alma mater,1
Foe ,enemy,1
IX,nine,1
