CLUE,ANS,POS
Academy award ,oscar,1
Moisture condensed at night ,dew,1
Tosca composer ,puccini,1
Magnitude ,size,1
Stick out ,protrude,5
Shield from danger ,protect,1
Deep red spice,paprika,1
Item inserted in a written record ,entry,1
Coma ,stupor,14
One who watches ,viewer,3
Unrest - upheaval ,turmoil,2
Remains of a prehistoric plant or animal ,fossil,2
Permissive,tolerant,2
Copier of (handwritten) documents,scribe,2
Advise strongly or prod ,urge,1
Gathered in great quantity ,amassed,1
Avoid or abstain from ,eschew,5
Lloyd Webber musical ,evita,1
Calling for immediate attention,urgent,1
New England state ,maine,1
