CLUE,ANS,POS
Trick ,hoax,5
Forced off the tracks,derailed,1
Revolving platform ,turntable,8
US state ,iowa,15
Female deity,goddess,1
Chasm ,abyss,16
Test of knowledge,quiz,1
Consequence caused by something else ,effect,2
One of Montezuma's people,aztec,1
Surrender as a penalty ,forfeit,17
Pile,mound,3
Cure ,remedy,1
Interminable ,endless,1
Complacent ,smug,2
Betrayer ,traitor,1
Clear savoury jelly ,aspic,1
Angry ,irate,2
Rough sleeper ,vagrant,2
Unpunctuality ,tardiness,1
Never-ending ,unceasing,4
Cover on a car wheel ,hubcap,1
