CLUE,ANS,POS,FOUND IN
"Apply, employ ",use,8,Exercited use
Let-up ,respite,10,Respite granted
Flabbergast ,astound,1,Astounded
Car (US) ,auto,1,Automobile
Lie on surface of water,float,1,Floating
Exercise power over in an autocratic manner ,domineer,5,Domineering influence
Applaud ,cheer,2,Cheering crowd
Two-hump camel ,bactrian,2,Wild Bactrian Camel
Fasten; level game ,tie,1,Tie up
Offend(ed),hurt,14,Hurtful words
Flee ,escape,1,Escaped
Lloyd Webber musical set in Argentina ,evita,7,"Evita (originally set in Buenos Aires, but the focus is on Eva Perón and her rise to power)"
Accessible to all ,public,6,Publicly accessible
Game in which the answer is acted out ,charade,4,Charades
Die away ,dwindle,5,Dwindle steadily
German playwright ,brecht,2,Bertolt Brecht
Charity garden party ,fete,7,Fund-raising fete in the garden
Grime; rock music style ,grunge,11,Grunge feel
Songbird ,lark,15,"Larkspur (not directly a bird but related through its association with the musicality of nature, often used metaphorically in songbird-related contexts)"
Vote in ,elect,5,Electoral participation
Numerous small songbirds ,finches,5,Flock of finches
Slight advantage,edge,1,Minor edge
Expose ,unearth,19,Unearthed truths
Enlisted in the armed forces,signed up,16,Signed up with a military organization
Somewhat rough (sea),choppy,3,Choppy waters
