CLUE,ANS,POS
Group of fish ,shoal,3
Drawings showing how things work ,diagrams,2
Fast-moving stream ,torrent,7
They send unwanted emails in bulk ,spammers,2
Coal miners ,colliers,6
Underground chapel ,crypt,2
Net for fishing at sea ,trawl,4
In a happy mood ,cheerful,7
Gain by work ,earn,2
Bell tower ,belfry,46
"Arrogant pride, from the Greek ",hubris,2
Hold affectionately ,embrace,2
Magical or medicinal potion ,elixir,3
Continent ,asia,3
Of the third rank or stage ,tertiary,12
Top for bottle or eye protector ,lid,3
Forgetful ,absent-minded,2
Periods of activity ,sessions,47
Event causing great damage ,catastrophe,2
Small insect ,gnat,8
Totalitarian Russian leader,stalin,42
Resolve; come down ,settle,6
End of the working day? ,five,2
