CLUE,ANS,POS
Go without or precede ,forego,6
Old collectable item,antique,1
Cold War term for the capitalist countries ,free world,1
Fully grown ,mature,1
Avoid ,shun,12
Insipid -- uninteresting ,bland,1
Accept without proof ,assume,3
Tranquil ,calm,3
"Alone, apart, detached ",isolated,2
Sheepdog ,collie,1
Hazard ,peril,3
Yet to come,future,1
Evaded,dodged,12
Have a foul smell ,reek,2
Harm or injury ,damage,1
Far from the target ,wide,8
One making changes (in practices) ,reformer,8
Ordained minister,clergyman,19
Someone not belonging to the nobility ,commoner,1
Agave fibre ,sisal,3
Relative ,aunt,1
