CLUE,ANS,POS,FOUND IN
Former West German capital ,bonn,1,"Evelyn Witts, I would identify the answer based on my linguistic expertise as follows: ""Former West German capital"" refers to Bonn"
Small in length ,short,6,Shorty
"In this, you have a positive bank balance ",credit,4,Creditworthy
Impractically idealistic,quixotic,2,Quixotic idea
Supplicated,prayed,2,Prayed to 
That which is aimed at ,target,1,Targeted
Mediocre ,average,4,Average Joe (slang)
Colour; sad ,blue,1,Blue (often associated with sadness)
Jumper ,sweater,4,"In fashion terms, 'jumper' is another word for a sweater or pullover worn to keep warm."
Guffaw ,laugh,5,Hoot with laughter
Husks of cereal grain,bran,1,"Bran can also serve as a byproduct of wheat, rice, oats, barley, rye, or corn processing."
Dying coals in fire ,embers,14,Heat-faded embers
Regret ,rue,13,Ruefulness
