CLUE,ANS,POS,FOUND IN
Tree yielding light wood,balsa,4,Balsam fir
Large property ,estate,1,Spacious estate
Living ,alive,10,Being alive
Criminal deception,fraud,1,Fraudulence
Getting smaller towards the end ,tapered,6,Tapered off
Retail outlet,shop,1,Shopping center
Cold meal ,salad,14,Iceberg lettuce salad
Evident - tangible ,palpable,6,Palpable example
Not long ago ,recent,1,Recently
Comedian ,comic,5,Stand-up comic
Nominate ,appoint,2,Appointee
Quantity of unfinished work ,backlog,2,Backlogged assignments
"English poet, d.1998 -- husband of Sylvia Plath ",hughes,1,Ted Hughes
Trapped ,snared,4,Ensnared
Pot and drum ,kettle,1,Kettle drum
Family ,kin,1,Kinship
Performance of music by a soloist ,recital,2,Solo recital
Polish composer of much piano music ,chopin,1,Frédéric Chopin
Colour it's healthy to be in ,pink,8,"Lively pink/salmon (denoting heart-healthy, omega-3 rich fish)"
Film ,movie,2,Movie theater
Agreement ,accord,2,Accordance
Juvenile,teenage,4,Teenager
Tight-fisted person ,miser,1,Miserly
Travel along with ,accompany,2,Accompanying tourist
eg the Scillies ,isles,3,Rocky isles
