CLUE,ANS,POS
Temporary discharges of workers ,layoffs,1
"Marlon --, US actor ",brando,1
Artist's black material ,charcoal,2
Undoes a knot ,unties,2
Main constituent of the air ,nitrogen,2
Greek aubergine-based dish,moussaka,1
Make vague ,blur,1
It's now Sri Lanka ,ceylon,1
Pirouette ,revolve,10
Unparalleled ,unique,1
Scandinavian country ,norway,1
Fermented feeding stuff for cattle ,silage,2
"Eartha --, US entertainer",kitt,1
Part of the foot ,instep,5
Absolutely horizontal ,level,1
Despite the fact that ,although,7
Allotted portion ,share,1
Food intake regime ,diet,1
Lack of rainfall,drought,1
Small children ,tots,1
Adherent of Indian religion ,hindu,2
Soonest ,earliest,2
Fight between rival gangs of adolescents,rumble,17
Middle Eastern market ,bazaar,1
Martial art ,karate,1
Make a hole in ,pierce,8
Word book ,thesaurus,3
