CLUE,ANS,POS
Lie on surface of water,float,1
"Going on and on, interminable ",endless,3
Male fertilising organ of flowering plants ,stamen,2
Go bad -- turn from liquid into solids,curdle,2
"With tender, nostalgic or sad feelings ",sentimental,1
Firmly fixed or free from uncertainty ,secure,1
Offend(ed),hurt,12
Flee ,escape,1
"Informally, an important person - sounds loud ",big shot,13
Winter sport ,skiing,1
It connects points of equal air pressure ,isobar,1
Fungus used in baking ,yeast,1
Asian country ,india,3
