CLUE,ANS,POS,FOUND IN
Torment lightly ,tease,2,Tease - to provoke or excite (someone) in a playful way by saying something with which they can easily respond.
Invalid's attendant ,carer,13,"Carer (general caregiver, though not specific to invalids)"
Easy gallop,canter,1,"Canter - A three-beat gait often associated with easy, relaxed movements in horses."
Mongrel - coward,cur,8,Insecure
Electronic image ,bitmap,6,BMP (Bitmap)
Branch of knowledge ,science,3,"Chemistry - The branch of science dealing with the composition, structure, properties, reactions, and preparation of substances."
Data manipulation program ,spreadsheet,1,Spreadsheet Software
Bishops' dioceses ,sees,9,Titular Sees
Go up suddenly ,rocket,9,Skyrocket
Become limp,droop,1,Wilted - to become limp or drooping due to lack of moisture or care
Nabokov heroine ,lolita,8,"Nathalie Ardant (""Lolita"")"
Scottish monster ,nessie,8,"Loch Ness Monster (""Nessie"") - A legendary aquatic creature said to inhabit Loch Ness, a deep freshwater loch near Inverness, although not considered strictly Scottish mythology as the lake lies partly in England."
Chocolate substitute ,carob,1,"Carob - A chocolate-like tasting tree product, often used as a sugar and cocoa substitute in baking recipes."
Occasion ,event,20,Remembrance event
Underwater missile,torpedo,1,Torpedo - A self-propelled weapon designed to be launched underwater towards enemy vessels or submarines.
First lady ,eve,1,Eleanor Roosevelt
A kind of fish zoo ,aquarium,1,"Aquarium - A facility where aquatic animals and plants are kept for public display, including various species of fish."
"... the Terrible, 16th-century ruler of Russia ",ivan,1,Ivan IV (Ivan the Terrible)
Vend ,sell,3,Seller
Pine leaves,needles,1,"Pinene - One of several terpenes found in pine needles, contributing to the characteristic scent and flavor."
Great ape of film ,king kong,1,"Gorilla - ""King Kong"" and ""Planet of the Apes"" series"
Relating to citizens ,civic,9,Civic engagement
