CLUE,ANS,POS,FOUND IN
Groups of people related by blood ,tribes,10,Tribespeople (if referring to larger familial groups)
Go ahead; element ,lead,13,Lead off
Evil-smelling animal of N America ,skunk,1,"Skunk (most notably associated with a strong, unpleasant scent in North America)"
Enabling instructions for computer ,program,7,"Skilled at programming languages such as Python and R for data analysis, which can be leveraged to analyze the frequency of words used in crossword puzzles."
Money bag ,purse,11,Funded purse
More potent,stronger,6,Stronger blend (in the context of substances)
Cold dish ,salad,5,"Given my expertise, I would consider words like: salad, gazpacho, ceviche, carpaccio, chilled soups (like vichyssoise), and cold cuts among others."
Onlookers ,audience,1,"Spectators - People who observe an event, show, game, or activity, typically as an audience member."
Savoury jelly ,aspic,2,Aspic (a savoury jelly made from meat stock or broth)
From end to end ,through,7,Throughout
"Sinew, maybe 3 ",tendon,1,Tendon or ligament – as sinew literally means the fibrous tissues that connect muscle to bone (tendons) and bone to bone (ligaments).
Slaughterhouse ,abattoir,2,"Abattoir (another term for slaughterhouse, especially in Commonwealth countries)"
Draw in (with mouth) ,suck,3,Suckle
Charged particle,ion,4,"Ion (an atom or moleccule that has lost or gained one or more electrons, thus bearing an electric charge)"
