CLUE,ANS,POS
Slayer of the Minotaur ,theseus,1
Fragile ,delicate,1
"Dependant, underling",minion,13
"Handle, oversee ",manage,1
Stylish ,chic,1
"Harmful, unfavourable ",adverse,4
Mildew ,mould,3
Appealingly fanciful ,whimsical,1
Put foot on a pest ,step,1
Branch of mathematics ,geometry,2
Passage between seats ,aisle,1
Mother-of-pearl ,nacre,1
"Charm, captivate ",beguile,9
Setting for a scene ,backdrop,1
Bring in from abroad ,import,1
Very tactful person ,diplomat,1
Off-white ,cream,1
Aiding ,helping,2
Country house ,villa,9
Pyramids location ,giza,3
Sweet almond biscuit ,macaroon,1
Short period of relief ,respite,2
Fish eggs ,roe,2
Rendezvous ,tryst,2
Row ,tier,7
Standards on which to base judgment ,criteria,1
