CLUE,ANS,POS
American term for swede ,rutabaga,1
Weighty book ,tome,1
Landslide,avalanche,1
"Uncover, expose to view ",expose,6
Large flightless bird ,ostrich,1
Fond of games ,playful,3
"-- Rodin, French sculptor ",auguste,1
Entertained ,amused,1
Missive ,letter,1
Language of Iran ,farsi,2
Shop assistant ,salesperson,1
Stone-throwing weapon ,catapult,5
Study of language and its structure ,linguistics,1
Deliver from harm ,rescue,1
Medieval weapon or kind of spice ,mace,7
Food passed through a liquidiser ,puree,4
