CLUE,ANS,POS
Reject disdainfully ,spurn,3
Place of worship,temple,4
Self-service meal,buffet,2
Class of animal including spiders and scorpions ,arachnid,1
Threadlike strands growing from the skin ,hair,1
Not able to be overcome ,impregnable,3
"Ancient Asian city, now in Jordan ",petra,1
Pulchritude,beauty,2
Natural gift ,talent,1
Blown-up photo ,enlargement,1
State of southern US ,alabama,1
Concerted operation to sully someone's name,smear campaign,1
Countrified,rural,17
"Implement for writing, drawing etc",pencil,1
Animal entrails ,offal,6
Modern Constantinople ,istanbul,2
