CLUE,ANS,POS,FOUND IN
Stuck-up ,snobbish,15,Snobbish attitude
Singer ,soprano,4,Operatic soprano
State of being held prisoner ,captivity,15,Captivity-bound
Waterhole; healthy ,well,3,Lifeblood: Metaphorically referring to something essential for existence or well-being.
Underneath ,below,10,Camouflaged below
Very black ,inky,8,Inky blackness
Bring about; on time ,prompt,1,Initiate promptly
Dessert ,pudding,30,Creamy confection (related to creamy desserts like puddings or mousses)
Anticipate ,foresee,5,Foreseen
World War I battlefield,ypres,11,"Ypres (including the infamous ""WWI Mud"")"
Courage - guts,stomach,23,Undaunted stomach
Idle wanderer ,vagabond,20,Vagabond existence (if implying a lifestyle)
Gesture expressing unconcern,shrug,2,Apathetic shrug
First woman ,eve,9,First woman to achieve a milestone
Type of camel - cabin rat (anag),bactrian,2,Caravan Companion: Bactrian camel
(Chemical used in production of) clear film,acetate,4,Cellulose acetate
