CLUE,ANS,POS,FOUND IN
Change form ,mutate,3,Mutate - alter from one form to another.
Football official (colloq.) ,ref,1,Referee
Taut ,tight,7,Squeezed tight
"Asian country, capital and mega-port ",singapore,8,Singapore - Capital: Singapore; Mega-Port: Port of Singapore
Jerk of a gun when it's fired ,recoil,17,Hammer bounce (an unintended recoil that occurs when firing a shotgun due to improper aiming; not specifically 'jerking' but involves sudden motion after discharge)
Large unit of old Roman army ,legion,2,Legion - One of the primary large units in the ancient Roman military structure comprising several legions and cohorts.
Fruit of a rose ,hip,1,Hip-hip
Arms Dan oddly with a type of roof ,mansard,8,"Mansard - A four-sided gabled roof characterized by two slopes on each side, with the lower slope being steeper than the upper one."
Painful heart condition ,angina,1,Angina - chest pain caused by reduced blood flow to the heart muscle.
Girl in Muslim paradise ,houri,2,"Houri - In Islamic eschatology, houri are beautiful companions of Prophet Muhammad's wives that accompany him in Paradise."
