CLUE,ANS,POS
Roadside channel ,gutter,10
Largest Greek island ,crete,1
Type of nut ,cashew,2
Performed - with a high degree of skill ,accomplished,15
Deliver from danger ,rescue,1
European capital ,oslo,14
Make known to others ,reveal,8
Not very good,mediocre,1
Salad vegetable ,lettuce,1
Minor argument ,tiff,10
Precious stone ,sapphire,3
Given to bragging ,boastful,1
Massacred ,butchered,2
Hidden microphone ,bug,1
Tiny amount,iota,13
Tycoon ,magnate,1
Drink deeply,quaff,3
Cuban leader ,castro,1
Famous battle in Texas launched by the Mexican army ,alamo,1
Cheerfully willing to do favours ,obliging,13
