CLUE,ANS,POS
South American animal of the camel family,llama,2
Bit part actor ,extra,1
Brown seaweed ,kelp,2
"The Great Barrier ..., Australian natural wonder ",reef,1
French ferry port ,calais,15
Sudden emotional speech ,outburst,3
Covered with trees ,wooded,2
Cuisine of southern North America ,tex-mex,3
Climbing plant ,clematis,14
French river,loire,2
Text of play or film,script,2
"American state, capital Boise ",idaho,1
Nobleman,baron,7
No longer in existence,extinct,1
Increase by 100%,double,1
