CLUE,ANS,POS
Style popular in the 1920s and '30s ,art deco,5
Vertical parts of stairs ,risers,2
Disastrous ,catastrophic,1
First Greek letter ,alpha,1
(Of duck) moving bill in water while feeding ,dabbling,3
Channel north of Isle of Wight ,solent,1
Delicate ornamental metalwork,filigree,4
Cheese,camembert,5
Word for word ,verbatim,1
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Science of speech sounds,phonetics,1
American region of religious fundamentalism ,bible belt,2
Pacific islands region ,oceania,4
Dispensary ,pharmacy,1
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,4
Gem weight unit,carat,1
